source_field	raw_value	row_count
Geographic Location	China	48
Geographic Location	Japan	12
Geographic Location	Russia	9
Geographic Location	United States	5
Geographic Location	Austria	4
Geographic Location	Italy	3
Geographic Location	Egypt	3
Geographic Location	South Korea	3
Geographic Location	Iceland	2
Geographic Location	Kenya	2
Geographic Location	Canada	2
Geographic Location	Pacific Ocean	2
Geographic Location	Slovenia	2
Geographic Location	Iran	2
Geographic Location	Phillipines	1
Geographic Location	Australia	1
Geographic Location	Kazakhstan	1
Geographic Location	France	1
Geographic Location	Germany	1
Geographic Location	Spain	1
Geographic Location	Mexico	1
Geographic Location	Netherlands	1
Geographic Location	Belgium	1
Geographic Location	Thailand	1
BioSample ENV Package	MIGS/MIMS/MIMARKS.water	1
BioSample ENV Broad Scale	not provided; submitted under MIGS 2.1	11
BioSample ENV Broad Scale	mangrove biome	2
BioSample ENV Broad Scale	Deep sea, Marine	1
BioSample ENV Broad Scale	soil	1
BioSample ENV Broad Scale	hydrothermal sample	1
BioSample ENV Broad Scale	Northern Adriatic Sea	1
BioSample ENV Broad Scale	hypersaline	1
BioSample ENV Broad Scale	hypersaline lake	1
BioSample ENV Broad Scale	Hamelin Pool Shark Bay AUstralia	1
BioSample ENV Broad Scale	gold-containing arsenopyrite/pyrite ore	1
BioSample ENV Broad Scale	Hypersaline water, [ENVO:00002012]	1
BioSample ENV Broad Scale	Acid Hot Spring	1
BioSample ENV Broad Scale	anoxic hypersaline sediment	1
BioSample ENV Broad Scale	Uranium Mine	1
BioSample ENV Broad Scale	marine and hyperthermophilic sediment	1
BioSample ENV Broad Scale	cropland	1
BioSample ENV Broad Scale	hot spring	1
BioSample ENV Broad Scale	ocean biome	1
BioSample ENV Broad Scale	Boom Clay	1
BioSample ENV Broad Scale	Austrian salt mine	1
BioSample ENV Broad Scale	Red sea	1
BioSample ENV Broad Scale	Soil	1
BioSample ENV Local Scale	not provided; submitted under MIGS 2.1	11
BioSample ENV Local Scale	intertidal zone	2
BioSample ENV Local Scale	Black rust formed on the steel surface of a seafloor borehole observatory (ODP CORK 1026B) exposed to hot ridge flank crustal fluids (64oC, water depth 2658 m)	1
BioSample ENV Local Scale	garden soil	1
BioSample ENV Local Scale	hydrothermal chimney-like structure	1
BioSample ENV Local Scale	Coastal surface water	1
BioSample ENV Local Scale	lake	1
BioSample ENV Local Scale	Saline evaporation pond, [ENVO:00000055]	1
BioSample ENV Local Scale	Headwater	1
BioSample ENV Local Scale	hypersaline lake	1
BioSample ENV Local Scale	Mine Tailings	1
BioSample ENV Local Scale	paddy field	1
BioSample ENV Local Scale	acid hot spring	1
BioSample ENV Local Scale	hot abyssal vents	1
BioSample ENV Local Scale	piezometer water	1
BioSample ENV Local Scale	Salt mine	1
BioSample ENV Local Scale	Hyper saline ocean water	1
BioSample ENV Local Scale	Soil nearby Aswan City	1
BioSample ENV Medium	not provided; submitted under MIGS 2.1	11
BioSample ENV Medium	mangrove sediments	2
BioSample ENV Medium	soil	1
BioSample ENV Medium	water	1
BioSample ENV Medium	Sea	1
BioSample ENV Medium	anoxic sediment	1
BioSample ENV Medium	Water, [ENVO:00002007]	1
BioSample ENV Medium	Water	1
BioSample ENV Medium	sediments	1
BioSample ENV Medium	Mineral Material	1
BioSample ENV Medium	paddy field soil	1
BioSample ENV Medium	acidic water	1
BioSample ENV Medium	active smoker chimneys	1
BioSample ENV Medium	pore water	1
BioSample ENV Medium	Rock salt	1
BioSample ENV Medium	Hyper saline ocean water	1
BioSample ENV Medium	hypersaline soil	1
